spot,A,B,C,D,E,F,G,H,I,J
-0.2616454457109007x-1.6193599828975425x3,0.40314513,0.44647902,0.5507283,0.37423518,0.6537907,1.2768478,0.8764575,0.86819434,0.7055582,0.60426605
-0.18224478378994294x-0.5110404635801098x3,0.64756423,0.85891163,1.3416121,0.5144583,1.2883279,2.345822,1.968011,1.8235165,1.4750873,1.3272719
-0.20289684076666706x1.7406294458953309x3,3.289481,5.071394,4.1850357,2.4435523,8.73399,7.007223,7.68484,5.294497,6.01176,3.2492871
-0.1098827793093138x-0.2934850548893775x3,0.97502244,1.0458462,1.4565127,0.6305729,1.8023589,2.4839745,3.2551367,2.6834397,2.2529442,2.0311747
0.2134800489101689x0.917221542115856x3,1.7613297,2.7988753,3.2594037,1.1476578,4.979388,5.20726,6.96086,3.4574442,2.3924706,1.8595237
-1.2085736537332212x-0.05704286766218815x3,1.0146551,1.6266948,2.7930746,0.96041435,3.1282475,3.7323098,3.7663379,3.5951235,2.5439727,2.5553775
-0.2420198298702195x0.8767267736904524x3,1.5661463,2.4540355,2.2354958,1.105854,4.8389072,3.6017072,4.8281302,2.8543034,2.7648165,1.8423214
1.5182611703557054x-1.8269113783045177x3,0.5831242,0.67951053,1.0906218,0.64165884,1.0406559,1.7255249,1.370996,1.2094805,0.8945081,1.0615066
-0.38464542314251776x-0.40318830684953333x3,0.66339856,1.0515594,1.2624465,0.5943814,1.4682695,2.7598739,2.1657836,2.0930858,1.59686,1.0650675
-0.4438360931551978x0.9494055237932187x3,1.4354433,2.3198667,1.8330618,1.3218297,4.114127,3.6061218,3.9427772,2.9222336,2.8939035,2.5949993
1.0781973037142378x-0.16325494883317873x3,1.3893526,1.8920188,5.2844086,1.0134593,3.4742723,5.2327695,5.7729683,5.015245,2.5174513,3.4155872
-2.5591846663440965x-0.08645528271104713x3,1.1645197,1.7850757,2.5452456,0.9647919,3.124467,3.9445074,4.009478,4.6345024,2.7688646,3.3667693
1.1813786012882859x-0.43046191188579297x3,1.390382,1.770067,4.6246533,1.0409511,2.3011057,5.44354,6.562472,4.2296515,2.4756837,1.8672264
-0.6319037580051673x1.149379383367124x3,1.6777289,2.0224237,1.6666464,1.4647636,3.76656,2.6090016,3.345706,2.9117885,3.136199,2.7163591
0.16392857245258663x0.2975143539549459x3,1.7697253,2.0859203,2.6088326,1.2875842,4.0917215,4.501383,4.6574616,4.175661,3.0765054,1.6939324
0.09632135592119682x0.04402227617534797x3,0.83900124,1.187631,1.9951146,0.82319784,2.1518934,2.3660746,2.5993304,2.2154768,1.6543833,1.1342546
0.9424681192203938x0.6430545453392927x3,2.4195626,3.3066201,5.5558186,2.1784015,7.7439284,6.4653316,9.009718,5.194904,4.580188,3.3232398
-0.2675947462353477x0.5882249291179367x3,1.1826004,2.0490465,2.2011592,1.096076,4.1323504,3.635883,4.3586206,2.961263,3.3475099,2.2676332
-0.6780257815644504x0.2125870464375366x3,1.1811935,1.5427682,1.5747257,1.142555,4.2757554,3.2168477,3.1575174,2.9353867,2.6637967,3.8684816
1.2978457906510987x1.5470314969908445x3,4.8811135,7.3547964,9.232056,4.480506,12.9176,11.972947,14.9382515,9.281154,8.670946,4.581592
-2.36417381714118x-0.06028753363911904x3,1.2066274,1.7839421,2.35512,1.0099714,3.1217592,4.216286,4.239725,4.673844,2.9675145,3.325309
0.02033418170524325x0.278081047967944x3,1.0461196,1.6020497,1.5301824,0.90953344,3.3443074,3.8453746,3.5872433,2.8764591,1.8030392,1.5757442
-1.3479254226291204x-0.6429525533528905x3,0.8847089,0.95130867,2.1979108,0.8097072,1.9671682,4.010706,2.6625748,2.765098,2.3430483,3.4006052
-0.761573388256559x0.1501152270061292x3,1.0822128,1.2110738,1.528036,1.0978914,3.3747134,2.8408985,3.068286,2.6032116,2.3369215,2.957623
2.011256681463137x1.5877615237453675x3,4.5896015,6.248493,7.5571356,4.756977,12.358223,8.691306,11.218498,8.136265,7.756543,4.861732
-0.044595426455857026x-0.6432576017887388x3,0.5582746,0.7220271,1.0550514,0.4620336,1.1671121,2.327343,1.7362372,1.7108372,1.2363805,1.3681579
0.19506969715138117x-1.1335928256384589x3,0.6008415,0.82027835,1.0364159,0.491315,1.0318209,1.6994832,1.62665,1.3497496,1.3203253,0.8138009
-1.7815628557055914x0.9967596428198156x3,2.3553405,3.1444514,2.9183092,2.118152,5.7626376,5.2862945,6.3187833,5.155137,4.5424128,4.5331736
-0.7290446587946957x-0.14876615223367926x3,0.7393315,1.0296748,1.3998901,0.61316097,1.9222198,2.3224921,2.492192,2.3853025,1.4910982,2.2298772
0.19655740072878491x0.09600420496977001x3,0.98691714,1.3741529,2.5543802,0.8407904,2.6229663,2.622181,2.6900735,2.376409,1.7048707,1.273955
0.3547576931132181x-0.045113303693334814x3,0.77011406,1.1890364,2.2876835,0.6900721,2.1682224,2.5937014,3.6511362,2.0621083,1.3899632,1.127823
0.6168865543932788x0.07912172392953508x3,1.1255124,1.5416405,3.9654799,1.0365386,3.214834,3.1194332,3.3282442,3.0083048,1.7655723,1.5266141
0.008627898917576322x0.8505306835234382x3,1.0978268,1.9433059,1.6778588,1.0402657,3.6541548,3.5569391,4.244314,2.7804756,1.946353,1.5243561
0.5270042084546597x-0.8391241905992737x3,0.5622078,0.65962267,1.1234107,0.4644887,1.0763564,1.5219297,1.4184606,1.1853346,1.0351986,0.69813466
0.453781912635684x-1.0117740841054885x3,0.509372,0.57039005,0.8388079,0.44494864,0.93658924,1.1908538,1.2740198,0.979483,0.894848,0.566411
-1.8297404110045314x0.08496813703770767x3,1.3891349,1.7744782,2.457846,1.2888671,3.7397492,3.8682694,3.5040648,4.280926,3.230794,3.9814076
0.03700572191014953x-1.6064396894498327x3,0.42013353,0.5379025,0.7100676,0.43469077,0.7689295,1.9825087,1.4528959,1.3375444,0.7665855,0.6206355
0.7679024077327037x-1.3730535360419285x3,0.56544834,0.71064466,1.2342038,0.62348807,1.1542006,2.0103774,1.5444937,1.4559174,1.0656564,0.7693481
0.5898798207345195x1.866683148331627x3,3.7904494,5.5419893,6.9581213,3.3973167,9.399662,7.9611373,9.756806,5.9621344,4.7012286,2.9942508
-0.3638588099707899x0.7574683300614039x3,1.8565356,3.0647795,2.5506778,1.6130557,6.0385947,4.117199,4.152477,2.8511152,3.6752737,2.9409788
-0.8056265075393678x-0.010056471869014538x3,0.8493047,1.04265,1.5242579,0.8387418,1.7061142,2.0397794,2.6279957,2.29525,1.9392886,1.5014899
-1.1183119243216322x1.2380069359584398x3,2.5024047,3.7970908,3.7698727,2.523337,6.9516835,6.3113685,6.683607,5.4977293,6.068677,3.9219043
-0.13105401154141233x-1.040599230085145x3,0.6055092,0.75768214,0.79075426,0.47352004,1.1277863,1.575456,1.5951364,1.3257852,1.6479615,1.0701447
1.133079879559722x-0.3156031233858582x3,1.985555,1.9444118,4.8407607,1.1561079,3.2215338,7.182658,8.939402,6.7186255,3.3230548,2.8181348
-1.951804101481602x0.6234536094243824x3,1.9705492,3.072388,3.0597577,1.7033709,6.387656,5.866004,5.7717905,5.794375,5.9502697,5.8156776
-0.659891729729498x0.8906716814313947x3,1.452455,1.9063004,1.6585455,1.2683235,4.591168,2.9805915,3.7255397,3.4866574,2.6731632,3.8404865
-1.139802455426774x0.5129168468277764x3,1.6091689,2.4986665,3.20969,1.4547724,5.478881,6.5583262,5.1325355,5.8228965,4.89406,5.0581264
0.7849575212405001x-2.5412388076882246x3,0.39521933,0.45846272,0.6991934,0.4214045,0.6999699,1.0558614,0.83780193,0.7945899,0.5091908,0.54599243
-0.5543096265713009x-0.968082117664578x3,0.5362665,0.67955625,0.8216538,0.46632054,1.2677758,1.4260576,1.2502697,1.14717,1.5004101,1.0596405
-0.4706376581547914x0.47706809235686526x3,1.4123877,2.0965993,1.9107363,1.2222512,3.8928838,4.115843,3.9212394,3.6136072,3.9355614,3.41217
-0.216949569936649x-0.35595149304680634x3,0.9005084,1.1436241,1.5779604,0.63444704,1.7587376,2.9355702,2.883169,2.4231043,2.0032513,1.3466454
0.4453932508947973x2.5402316207591715x3,3.9053895,5.04009,7.1364164,3.6161141,9.950204,7.111541,10.129328,5.821309,4.702373,2.7834127
-0.39238899814963674x0.9265583009670965x3,1.3873494,2.4504213,1.8822517,1.2191815,4.472463,4.0298166,4.1421876,2.9167888,2.6852298,2.6143975
-3.0461430547999266x0.5580818806186658x3,1.4893417,2.7496903,2.8573577,1.4013162,5.449565,5.235936,4.8970532,4.9581447,5.4409146,5.445502
0.5433118913875197x-1.1169495537467236x3,0.5674173,0.6916862,0.9840866,0.509963,1.0126556,1.6284959,1.5392164,1.2379247,1.0010175,0.751176
0.43904295767204254x-0.03529673960291556x3,0.83105147,1.3170455,2.4873748,0.8744676,2.3086617,2.8912032,4.294579,2.4024189,1.5530876,1.3552121
-0.21954102833121325x0.24120396421895252x3,1.1435257,1.6809996,1.6047852,0.9632742,3.3671458,3.613198,3.3198268,2.4764996,2.4248478,2.042365
-1.0840366206719345x1.1277836301278024x3,2.2157407,3.5789921,3.1717274,2.398465,6.125678,5.1519885,6.371032,4.370813,5.727254,3.4246159
0.3517801106813583x0.8811310970996323x3,1.7107581,2.569146,3.9924953,1.2622595,5.2549376,4.076908,7.9176807,3.2097983,2.4454389,1.7009628
0.37923553353558676x1.0329891945199456x3,1.8471841,2.5280538,3.8763418,1.4498118,4.596836,2.9280417,7.391972,2.5837445,2.657164,1.3174865
-0.4700328827008748x-0.923912015810002x3,0.57991487,0.84272003,1.1789894,0.5454284,1.7620246,1.7926252,1.4666702,1.2906883,2.0901082,1.1533841
-0.21673147057553863x1.4121516982986309x3,2.7012608,4.555849,3.492373,2.0354767,6.8696737,5.5768557,6.649738,4.457199,5.143963,2.2252371
-0.9301565025243212x-1.3804307523072692x3,0.6039733,0.71123105,0.90807337,0.6462052,1.1348976,2.3130429,1.5185412,1.7787313,1.1789956,1.1103126
-0.17858909208732915x-0.5359145616661618x3,0.61887866,0.80644923,1.3223523,0.49483237,1.2536545,2.3487391,1.8406409,1.7339693,1.4283541,1.4155288
-1.550429345083481x0.43077113494564145x3,2.1705866,2.4535518,3.011599,1.8022598,5.70166,7.1606636,5.5248284,5.3876705,5.3605847,5.876896
0.4173188210318355x-0.14989159173313932x3,0.71358246,1.1365529,2.2941818,0.659973,2.0080004,2.1057475,2.5058298,1.9762899,1.172946,1.5087746
-0.9443684908242939x-1.0060368579203915x3,0.6828371,0.8222741,0.9230492,0.56017685,1.5053648,2.130772,1.4556905,1.5196707,2.045239,1.0958412
0.23810314783231212x-0.8215498256031326x3,0.6441121,0.89843816,1.3838655,0.48110196,1.2742726,2.3142233,1.7708936,1.5788269,1.4604512,0.88999695
-1.4059629162678993x-1.5482543228490424x3,0.6803691,0.61478424,1.1640602,0.7187386,1.2167264,2.438043,1.6496289,1.5093522,1.348588,1.7052605
-0.5900576458695397x0.5319746390071913x3,1.2478739,2.016705,2.0644732,1.2204379,4.4432282,3.5983393,4.0264683,3.718059,3.6776083,4.371445
-0.11048940506592783x1.2605688450421493x3,1.8403385,2.4010773,2.2605922,1.4711132,3.9635265,3.302858,4.176141,2.987217,3.2256207,2.3837302
-1.6606998118692633x-0.10039350340136602x3,1.028402,1.6116816,2.836669,0.987915,3.0819018,3.7696693,3.8658025,3.5948923,2.4028587,3.112468
0.11514787314009216x-0.4003488150134234x3,0.8130791,0.9429667,1.8809011,0.62215054,1.2981443,2.4315944,2.6921782,2.4447894,1.5150634,0.8121597
-0.37914756287992274x-1.4723229284664896x3,0.41814962,0.5655297,0.6534469,0.429833,0.83467466,1.8935995,1.019053,1.2073156,0.9614068,0.70968324
-1.7423561978092306x0.9132019242521776x3,2.101899,2.7909672,2.842405,1.886597,5.8327827,5.3727574,6.0798974,5.221467,3.9406824,5.0540495
-1.3032427541123157x2.211304333239493x3,4.394783,5.36175,6.5980744,4.2956963,14.705298,9.588529,8.975529,8.179537,8.794667,7.1398845
0.6051200840821667x-1.7974558043668976x3,0.34611893,0.4475507,0.694087,0.37919998,0.6348186,1.0396398,0.76619214,0.7451408,0.46926174,0.50672674
0.895555985551324x-1.0634329381546068x3,0.93626744,1.1689507,1.6973482,0.81873626,1.724903,2.6030362,2.991836,2.140967,1.9629303,1.2145745
-0.13190863977996706x-0.6795930425441441x3,0.6320284,0.7042436,1.0116374,0.46699864,1.1576208,1.8091797,1.5832567,1.5458827,1.3987327,1.5092908
0.4047618120404975x-0.564317909682489x3,0.8544373,0.80349135,2.2578983,0.6630258,1.54514,2.40012,2.4391892,1.7130386,1.090547,1.0043566
0.2238435633129107x0.227345950143481x3,1.2263825,1.8310347,2.611185,0.95460737,3.5019972,4.393751,3.872629,2.8852592,2.4470556,1.7285718
0.32962298212773805x1.6142495472802274x3,3.4229074,4.720306,6.42035,2.4054747,8.870902,7.1520405,10.311858,5.1155944,4.5269713,2.2723513
1.285984007080293x1.0085972868601036x3,2.9232395,4.840641,5.475745,2.580804,8.095902,7.3618603,11.806105,5.9524684,5.3543997,3.5362246
-1.506998398214272x0.5275973827743159x3,1.6459776,2.2521708,3.6708813,1.6941289,6.055335,5.4812365,5.561139,4.4380083,4.7597423,5.287939
0.6764607323616232x-0.7239287040586021x3,0.5898287,0.72269255,1.458436,0.47069648,1.2494648,1.7706639,1.6148785,1.4123234,1.1078547,0.8796719
-0.3820089555778202x-1.1196282336804544x3,0.6341907,1.0583401,0.96139604,0.55351275,1.3492984,2.348812,1.8630518,1.5678519,1.7741153,1.0752916
-0.22425893425164034x-0.7967753063063009x3,0.7234203,0.8892101,1.1329429,0.548116,1.500206,2.307484,1.9629023,1.744188,1.8430742,1.1241016
-0.30224973045507003x1.5480668013787386x3,2.8654406,5.2145944,3.8617592,2.258693,8.423304,6.9078116,7.116754,4.842764,5.515719,2.7075467
-0.37514711666128386x-0.06174330145790107x3,0.6841523,1.5337367,1.95059,0.7176392,2.6727324,2.9671736,2.5961213,2.1138341,2.1351016,1.6270679
-1.226196191783019x-0.4468362536626212x3,0.9383375,1.2161281,2.372424,0.79117024,1.9195461,4.052787,3.223058,3.6842337,2.1823742,2.2751045
0.18333919925760125x-0.18375573024999226x3,0.733407,1.2238315,2.3418405,0.5931782,1.822895,2.2526536,2.1377392,2.08671,1.5388101,1.3840477
1.6709430327888573x0.8246182196384677x3,2.7713413,4.3378716,5.5593443,2.8808622,9.218741,7.0365376,10.070377,6.1103334,5.798375,4.44848
-0.056133020448757114x-1.3128496745497917x3,0.44719553,0.5736784,0.6873088,0.4171507,0.80950093,1.8489927,1.5132066,1.3939824,0.9769959,0.79269284
-0.001385042735095726x1.4148741359224224x3,1.7724873,2.9996686,2.461509,1.6919297,5.328717,5.412783,5.751656,4.3029633,2.9279487,1.9212767
-0.6872990371566635x0.15647625694629896x3,1.0793915,1.40814,1.5574484,1.0690386,3.849077,2.9120364,2.9472067,2.7128415,2.3996074,3.4602675
-0.11747454641811148x-0.2163439782957261x3,0.8167002,1.1075113,1.5728935,0.6033407,1.9124948,2.2012284,2.5873504,2.302097,1.8650001,1.9921838
0.46616642603403075x0.442846113746739x3,1.5470076,2.0101438,2.8918998,1.3267884,3.7409222,4.7984414,4.3447976,3.5797865,2.5225646,2.1834111
-0.3702424407043429x0.21839707312993703x3,1.0442674,2.0105891,1.9778692,1.0906987,4.641337,4.2310057,3.1915205,2.625523,2.5615761,2.5630672
-0.45380404105200106x-0.34419645646738123x3,0.77234185,0.9782783,1.3779935,0.66570437,1.6366107,2.7550926,2.517039,2.3337355,1.6914535,1.5088227
0.4032645401632468x-0.2527106720416067x3,0.83842444,1.0650473,1.8862312,0.6902515,1.9014419,1.983231,2.5748801,1.9195344,1.2053062,1.1433145
-0.9180047698190454x-0.8688625468659522x3,0.70872843,0.85449654,1.0579174,0.6226405,1.7405026,2.2838316,1.5748607,1.5633832,2.2958703,1.2568322
0.2524966270768724x0.6563907508593024x3,1.7161754,2.5676858,4.0007534,1.1939279,4.5116568,5.519441,6.1632147,3.7625906,3.4188938,2.2912896
0.8203217972614217x-0.5319938094111618x3,0.99703985,1.1516304,3.4941213,0.83411187,2.030998,4.6857357,3.6993701,3.0016038,1.8560722,1.8570698
1.3599485416794843x-0.9562584224322828x3,0.7787373,1.0690901,1.7254183,0.7739644,1.8905119,2.5913827,2.482604,1.7853378,2.507171,1.3149961
-0.09038200727694681x0.16586352265353732x3,0.93508595,1.5278624,1.6335037,0.87903553,3.4104495,3.1634734,3.05022,2.6089196,2.1664948,2.3863533
1.3675972398067135x1.3291412827455533x3,4.0615816,6.68099,7.9058995,4.000102,10.898028,10.18321,13.6308975,8.09495,8.147361,3.914148
1.034409886481518x-0.048344623779819615x3,1.1761482,1.6432651,3.70463,0.98459893,2.8515766,4.3476214,5.8758974,3.5620546,2.3698766,1.9529477
-0.9962126403710662x-0.6081012569516899x3,0.87468827,1.0392965,1.8565296,0.82159907,1.9487963,4.2892747,2.2413125,2.830297,2.297356,3.0433815
-1.217938511593151x0.4038960208359738x3,2.082605,2.522057,3.10948,1.5643634,5.6673465,7.7804136,5.6068563,7.0872707,5.434293,6.0090837
-0.30496363785442043x1.936712462402552x3,3.696481,6.423341,4.7046623,3.0159216,11.868924,9.530116,8.4854965,6.250296,7.202396,4.1756167
1.0289354925948542x-1.4519055294317473x3,0.73407733,0.7168901,1.4868551,0.68948513,1.1391196,2.8190043,2.161754,2.003272,1.1608679,1.0954056
-0.0722870075600049x0.3822027877852936x3,1.3040117,1.6517359,1.5214291,0.9179089,3.148364,3.5062084,3.4143667,3.1835403,2.48007,2.6476805
-0.6006575576577885x0.2050866252318538x3,1.1635494,1.6586962,1.5899824,1.1415881,4.308843,3.3622296,3.1141963,2.8378122,2.681326,3.6125612
1.5522431800485608x1.1615338035591172x3,3.6089358,5.947739,6.632963,3.6858385,9.52306,8.096433,12.373325,6.550774,7.6993675,3.6054254
0.2869044880033464x0.9909091736848452x3,1.795396,3.168012,3.741521,1.1385423,4.9701567,6.009656,8.232047,3.3355246,2.7440794,1.8615746
-2.3205942757907416x-0.18670911180977923x3,1.1351775,1.6809742,2.5768578,0.8870104,2.9504695,3.623121,3.673666,4.527101,2.5740252,3.3987103
0.31716062629268876x-1.6845172554248828x3,0.37284797,0.47388327,0.67584777,0.34052703,0.63666797,1.351255,0.9332048,0.867172,0.60663193,0.5451153
0.5200406145708678x0.8065637678962596x3,1.9093989,2.9679801,4.250509,1.8579339,5.348037,4.7752314,6.731855,3.9984913,2.8136814,2.1290507
0.2256086544711038x-0.8351926901914831x3,0.64422864,0.85893553,1.3305024,0.49237806,1.2737838,2.159206,1.6853069,1.4992648,1.4559262,0.84095764
0.44971210023199254x-0.9467404109571895x3,0.506362,0.5501475,0.8622481,0.43846887,0.94321495,1.1304635,1.2327063,0.91234326,0.90524167,0.52700454
-0.06727560892298173x1.1483505806911263x3,1.5723995,2.2927387,2.0050366,1.3295685,3.903253,3.361316,4.4575996,2.7772174,2.8665044,1.940916
-1.3183958696447342x-0.9108503776386525x3,0.6754828,0.80175996,1.2131431,0.60761696,1.7929102,2.1964743,1.5143186,1.2420708,2.1830418,1.240488
-0.37070400322045344x1.4028447401002433x3,2.2433512,4.3259234,3.2911713,1.8984711,6.9648857,5.830624,5.77112,3.8777509,4.276118,2.5394282
-0.9456157955562914x0.335844721405313x3,1.7968502,2.3613558,2.0941048,1.5004925,5.0119414,5.6427207,4.676207,4.7574368,4.1236386,3.8148277
-0.9327409107943778x0.3191184000862824x3,1.7031502,2.1904445,1.9478786,1.4308084,4.682248,5.183568,4.4498453,4.433252,3.7690156,3.5010746
-1.2630683491022754x0.30726478050559103x3,1.7111344,2.2010694,2.674552,1.475856,4.806109,5.768252,4.9231987,5.3882813,4.2373176,4.4083853
0.4524890926396464x-1.6384236257417921x3,0.41265348,0.49648222,0.7616133,0.46574393,0.73952395,1.201167,0.97478664,0.91238105,0.59299135,0.56280464
0.09789614541262709x-1.7763886163465759x3,0.39402902,0.41657072,0.64346755,0.38831347,0.6594255,1.1723863,0.821736,0.8651036,0.57996684,0.5165937
-0.44816536268070806x0.2155530537886848x3,1.1049937,1.7749403,1.6672103,1.1216471,3.9512439,3.7754502,3.1013591,2.6433654,2.6169333,2.6013207
-0.6493379277303881x0.5680073592264201x3,1.2225132,1.9773117,2.1730225,1.262576,4.792889,3.4091399,4.111513,3.9459662,3.4716089,4.867041
-0.02342310502145217x0.08261103215620101x3,0.8271991,1.253326,1.5843345,0.787374,2.323511,2.6755087,2.8937204,2.4986858,1.6433145,1.4199706
1.0791947281124892x-0.8215345170195275x3,0.90803266,0.9549368,2.1048892,0.64951676,1.5661563,3.2564664,2.948064,2.4157867,1.6073816,1.2726711
-2.004215715498915x0.018922103882194737x3,1.3244637,1.7957288,2.1275632,1.1406198,3.2755766,4.149552,3.9018822,4.659806,3.301071,3.6482291
0.37687652085089274x-0.08203415314548415x3,0.7222301,1.0706593,2.1105237,0.6648606,2.0128326,1.9410105,2.972022,1.8670132,1.1995715,1.1610669
-0.5457119740177824x-0.9571580982754103x3,0.5380922,0.69300413,0.8625809,0.47419757,1.3257799,1.4544188,1.2646672,1.1520075,1.5579033,1.0625746
-1.8845858449794477x1.0139721541121614x3,2.4817493,3.362521,2.7933276,2.1741135,5.681093,5.334021,6.3082294,5.433501,4.848774,4.5905266
-1.9457030831639588x-1.7302760615500858x3,0.5595028,0.60247284,0.6540163,0.56305635,0.9012865,1.6279017,1.1214751,1.4480392,0.89647377,1.0909779
-0.9127834941352918x0.5887424068075064x3,1.4218758,2.3813982,2.852156,1.5962763,5.5833054,4.62622,4.7721605,4.017695,4.3967223,3.7738295
0.21950955579304526x0.3843234052112453x3,1.5725063,1.9618781,2.5886328,1.0105293,3.4238007,4.889529,4.552962,3.8177843,2.9605765,1.9207745
0.3930629339800916x1.0097118548117143x3,1.8382202,2.5571227,3.8764887,1.466613,4.7587237,3.1624908,7.5356336,2.813798,2.602988,1.4379706
-0.9389815726777853x-1.0053118723488588x3,0.6826482,0.8200896,0.9173829,0.5592957,1.5007151,2.1241362,1.4496415,1.5163352,2.0446365,1.0924544
1.0170209914132446x0.101407146668211x3,1.5308505,1.9450012,4.875744,1.407035,4.264798,5.054327,5.3810444,4.4351683,2.618482,2.5469892
1.4229834965161061x2.171164949318166x3,5.9315114,9.791763,11.603503,6.4752274,22.097559,15.936471,18.192451,10.772811,12.753665,7.3735285
0.3960865849565602x0.6620742889997063x3,1.6636659,2.1527603,4.4129577,1.5519518,4.8821435,3.0405757,6.245674,2.9231408,2.6393363,1.5162058
-0.5914026678081108x0.10058120872896319x3,0.9386682,1.2535727,1.4399681,0.91147625,2.8492703,2.2231603,2.3335195,2.4451268,1.9317842,2.5508976
1.1244191845103682x0.5391612741141966x3,2.1082487,3.107675,6.641933,1.7592043,6.5393004,7.350964,10.061741,6.4005833,4.915289,3.8289557
0.7553956956633383x0.08617684238012002x3,1.221938,1.6276901,4.1245747,1.1637045,3.6975708,3.5635118,3.6017892,3.2674563,2.0185404,1.7733924
0.867407411354918x2.19089801323984x3,7.1865864,8.115743,9.277405,5.8194294,22.30855,15.514657,18.866394,10.882674,8.748482,5.701467
-0.6564636749715315x0.9836361957891795x3,1.4653251,1.8681479,1.5812515,1.2691958,4.0422916,2.711315,3.4796996,3.1924329,2.6919053,3.2721603
-2.8345545052747023x-0.08561495423049709x3,1.1658593,1.7850392,2.5389757,0.9662268,3.12438,3.953011,4.0167127,4.6357613,2.7750866,3.3654315
2.1167910214836754x0.25233143138452124x3,1.6483026,2.5679638,3.8293352,1.8634808,5.873351,5.1072993,5.2151327,4.0695424,3.6876552,3.2476804
-1.6108784034499337x-0.39079799608101357x3,0.99096704,1.2587081,2.1314046,0.88233817,1.9694015,3.7814748,3.5419118,3.158275,2.1869576,2.0880759
-0.03576807186022113x1.209850126410305x3,1.5605891,2.4696317,2.0874925,1.3996731,4.308432,3.7637458,4.8482084,3.0428445,2.696652,1.8141012
2.3807453512197503x-1.4061047713910109x3,0.71638274,0.79013366,1.5473258,0.86746895,1.4674215,2.407112,1.9494532,1.8855257,1.4493418,1.0646135
0.330576756274374x-1.604738529860987x3,0.3832273,0.45976645,0.6924788,0.36830315,0.65968657,1.2938461,0.96317905,0.8857413,0.64229673,0.5295855
0.9492464735582357x1.4587147496759936x3,4.3635283,5.505557,7.827016,3.6369474,10.087263,9.948544,13.524089,7.873494,6.035363,3.3068688
-1.5023965693817127x2.1531197925705827x3,5.609868,5.737246,7.8752975,5.3316565,17.850212,10.192697,10.232373,8.412196,10.925455,9.231829
-1.7776669547337063x0.4683049076895917x3,2.2079294,2.7109473,2.6862524,1.6348962,5.8850946,7.3429823,6.2506537,6.924596,6.43886,6.769115
-0.5327027919795545x0.11273794123573726x3,0.93241006,1.30694,1.43759,0.94998276,2.8070552,2.3969395,2.376137,2.27064,1.9946829,2.301382
1.0907497344345x0.6572676903047773x3,3.0563076,3.8482285,7.916187,2.4740577,7.832266,7.261331,11.266673,6.418131,5.386725,3.788692
-0.34624944764730997x-0.6470535263827593x3,0.5151915,0.7651678,1.0012006,0.4598572,1.2421868,2.3710368,1.3880726,1.4606109,1.3574123,1.1595765
-0.7946363210714987x0.1712435451522125x3,1.0680122,1.1572874,1.5084999,1.1330864,3.3421032,2.9319866,3.1654618,2.436972,2.3866956,2.8853147
0.19796728994496746x0.03890870585621503x3,0.9238243,1.328315,2.4939735,0.7639498,2.3377922,2.754556,2.921048,2.3760471,1.6339144,1.1702363
1.0819352184772653x0.6265642507453606x3,2.7078552,3.570963,7.631188,2.2011187,7.346772,7.196527,10.987349,6.34413,5.125068,3.694495
-1.4449401990733717x-1.5579985281833963x3,0.7119285,0.6174892,1.1891462,0.7497957,1.2558781,2.4908037,1.6888633,1.5028657,1.3942417,1.8172355
-1.2105429941233516x-0.5070347697653375x3,0.9019884,1.1226546,2.3829906,0.7854023,1.9658612,4.5683384,2.9094903,3.7170038,2.3983495,3.3737504
-0.7886692545093662x0.8449956030008372x3,1.38162,1.4827691,1.5031531,1.364389,4.0949626,2.6299937,3.3553116,3.2446296,2.4892428,2.9987044
1.0946383747120914x-0.675593827630063x3,1.0525696,1.1848892,3.0005498,0.730691,1.8736761,5.4000564,4.0118914,3.469212,1.9144382,2.2127852
0.2348215259487319x-0.9933613754231354x3,0.60966337,0.8492276,1.1628492,0.48550987,1.1886966,1.8959029,1.6645561,1.3371054,1.4380819,0.8059042
2.1321534105704436x2.042072149826954x3,5.998168,8.258189,9.528765,6.300462,17.921543,12.058142,15.537384,10.447615,10.893104,6.6796746
0.9364457258311158x0.03811800017940036x3,1.3444794,1.5919368,3.841815,1.2300866,3.4860938,4.0907307,5.0231223,3.7102475,2.2386448,1.9070958
-0.03509517686967038x-0.5789181399432078x3,0.5204358,0.720711,1.122519,0.47358936,1.1856788,2.4708347,1.6574916,1.7086271,1.2272792,1.4383937
1.265077838088766x-1.6923704374741084x3,0.62601775,0.68349195,1.2409706,0.62373096,1.0487965,2.0974324,1.647566,1.3810346,0.9736306,1.0995882
0.21149701273187801x0.7293463462804262x3,2.4987178,3.0749114,4.5489373,1.7591876,5.664055,5.6371346,6.6992435,3.9837177,4.1612935,2.3392403
-0.7049213525074449x0.6991361537186938x3,1.6859673,2.0055454,1.9914652,1.6096315,5.8858986,3.6500192,4.4140105,3.72718,3.5585887,4.7992525
0.6799748442451024x-0.29875960056993595x3,0.93770427,1.1228766,2.3346179,0.6866181,1.9679586,3.1467888,3.1889265,2.7315192,1.5041463,1.4119896
-0.6963266538610828x-1.1022301909070906x3,0.57146657,0.59538376,0.64778477,0.42402092,0.93447924,1.304224,1.2651249,1.3407121,1.2831858,1.190795
-0.29039710080386677x-0.024549423642379036x3,0.81071866,1.4883486,2.2066734,0.7401113,2.7810786,3.2880747,3.2112274,2.3420744,2.295654,1.361056
